Protein.Group,Protein.Names,Genes,First.Protein.Description,Bt1_DIA,Bt2_DIA,Bt3_DIA,STS1_DIA,STS2_DIA,STS3_DIA,Average Bt,Average ST,Fold Change,log2 Fold Change ST
Q8N335,GPD1L_HUMAN,GPD1L,Glycerol-3-phosphate dehydrogenase 1-like protein,465943,487721,504513,783984,474351,579900,486059,612745,1.26063914051586,0.334155361555298
Q8N3C0,ASCC3_HUMAN,ASCC3,Activating signal cointegrator 1 complex subunit 3,496069,825215,496932,495939,481624,204513,606072,394025.333333333,0.650129577563942,-0.621200804010823
Q8N3R9,PALS1_HUMAN,PALS1,Protein PALS1,768588,768588,1090000,1290000,1290000,1290000,875725.333333333,1290000,1.47306461386675,0.558820713510672
Q8N3U4,STAG2_HUMAN,STAG2,Cohesin subunit SA-2,158848,158848,230635,251023,339451,251023,182777,280499,1.53465151523441,0.6179110892624
Q8N4Q0,PTGR3_HUMAN,PTGR3,Prostaglandin reductase 3,395727,450243,385999,261531,448698,431778,410656.333333333,380669,0.926977058675989,-0.109394460183194
Q8N4Q1,MIA40_HUMAN,CHCHD4,Mitochondrial intermembrane space import and assembly protein 40,266317,299718,331776,229098,362008,354473,299270.333333333,315193,1.05320496184609,0.0747862233195203
Q8N4V1,EMC5_HUMAN,MMGT1,ER membrane protein complex subunit 5,525889,376627,743809,548826,504836,617063,548775,556908.333333333,1.01482088894963,0.0212251210792092
Q8N543,OGFD1_HUMAN,OGFOD1,Prolyl 3-hydroxylase OGFOD1,678551,606457,774754,673589,707773,674248,686587.333333333,685203.333333333,0.997984233129847,-0.00291107187499086
Q8N573,OXR1_HUMAN,OXR1,Oxidation resistance protein 1,540193,359888,359888,316061,316061,316061,419989.666666667,316061,0.752544705464976,-0.41015080612219
Q8N5K1,CISD2_HUMAN,CISD2,CDGSH iron-sulfur domain-containing protein 2,1090000,1040000,691778,1030000,1200000,1310000,940592.666666667,1180000,1.25452817337154,0.327144870210623
Q8N5L8,RP25L_HUMAN,RPP25L,Ribonuclease P protein subunit p25-like protein,575806,344696,814370,380505,567003,395138,578290.666666667,447548.666666667,0.773916461848482,-0.369750247614937
Q8N5M1,ATPF2_HUMAN,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,730981,578988,386083,784725,637207,826758,565350.666666667,749563.333333333,1.32583788704592,0.406904384912939
Q8N5M4,TTC9C_HUMAN,TTC9C,Tetratricopeptide repeat protein 9C,368606,348228,348228,345163,320811,504589,355020.666666667,390187.666666667,1.09905620517867,0.136265166868696
Q8N5M9,JAGN1_HUMAN,JAGN1,Protein jagunal homolog 1,988438,1090000,1010000,749148,1090000,827259,1029479.33333333,888802.333333333,0.863351312216726,-0.211980359053533
Q8N5N7,RM50_HUMAN,MRPL50,Large ribosomal subunit protein mL50,714363,717548,665703,782953,708239,679785,699204.666666667,723659,1.03497449959811,0.0495952220660919
Q8N668,COMD1_HUMAN,COMMD1,COMM domain-containing protein 1,1,1,1,203157,430758,203157,1,279024,279024,18.090029693953
Q8N684,CPSF7_HUMAN,CPSF7,Cleavage and polyadenylation specificity factor subunit 7,2490000,2670000,2380000,2590000,2210000,2420000,2513333.33333333,2406666.66666667,0.957559681697613,-0.0625656863814934
Q8N6H7,ARFG2_HUMAN,ARFGAP2,ADP-ribosylation factor GTPase-activating protein 2,407618,407618,494740,329538,284411,284411,436658.666666667,299453.333333333,0.685783556339963,-0.544174783018602
Q8N6T3,ARFG1_HUMAN,ARFGAP1,ADP-ribosylation factor GTPase-activating protein 1,288372,483543,473476,421590,463171,387162,415130.333333333,423974.333333333,1.02130415267173,0.0304125765052909
Q8N766,EMC1_HUMAN,EMC1,ER membrane protein complex subunit 1,506534,665880,709149,480624,596173,485688,627187.666666667,520828.333333333,0.830418646625173,-0.268089255850004
Q8N7H5,PAF1_HUMAN,PAF1,RNA polymerase II-associated factor 1 homolog,1090000,1300000,1140000,1140000,1180000,974891,1176666.66666667,1098297,0.933396883852691,-0.0994374440174609
Q8N806,UBR7_HUMAN,UBR7,Putative E3 ubiquitin-protein ligase UBR7,824900,756620,711471,654484,844630,711712,764330.333333333,736942,0.964166889447015,-0.0526452080393161
Q8N8N7,PTGR2_HUMAN,PTGR2,Prostaglandin reductase 2,134212,155884,134212,251025,207636,263118,141436,240593,1.70107327695919,0.766445289166282
Q8N8S7,ENAH_HUMAN,ENAH,Protein enabled homolog,1650000,1280000,1590000,1640000,1700000,1590000,1506666.66666667,1643333.33333333,1.09070796460177,0.125264873962724
Q8N983,RM43_HUMAN,MRPL43,Large ribosomal subunit protein mL43,727049,1020000,1000000,820814,714879,658656,915683,731449.666666667,0.798802278372173,-0.324089647193674
Q8N999,RLIG1_HUMAN,RLIG1,RNA ligase 1,1,1,1,315096,351967,315096,1,327386.333333333,327386.333333333,18.3206345725355
Q8N9F7,GDPD1_HUMAN,GDPD1,Lysophospholipase D GDPD1,229777,268499,149715,477347,477347,477347,215997,477347,2.20997050884966,1.14402711757136
Q8NAV1,PR38A_HUMAN,PRPF38A,Pre-mRNA-splicing factor 38A,190889,190889,190889,116204,116204,116204,190889,116204,0.608751682915202,-0.716074239306247
Q8NB37,GALD1_HUMAN,GATD1,Glutamine amidotransferase-like class 1 domain-containing protein 1,190241,232122,186821,363844,369973,257843,203061.333333333,330553.333333333,1.6278497137154,0.702967513310731
Q8NB46,ANR52_HUMAN,ANKRD52,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,367670,421790,361155,584046,614018,449140,383538.333333333,549068,1.43158571720341,0.517614055305463
Q8NB90,AFG2A_HUMAN,AFG2A,ATPase family gene 2 protein homolog A,46584.4,76622.7,26254.6,1,1,1,49820.5666666667,1,0.0000200720318315662,-15.6044538106533
Q8NBF2,NHLC2_HUMAN,NHLRC2,NHL repeat-containing protein 2,1100000,1130000,1130000,1100000,1060000,1250000,1120000,1136666.66666667,1.01488095238095,0.0213105062454124
Q8NBJ4,GOLM1_HUMAN,GOLM1,Golgi membrane protein 1,502448,583388,528654,490874,554226,534230,538163.333333333,526443.333333333,0.978222224975069,-0.0317658521529067
Q8NBJ5,GT251_HUMAN,COLGALT1,Procollagen galactosyltransferase 1,199822,235957,268002,268721,204451,298014,234593.666666667,257062,1.09577553244546,0.131952295201421
Q8NBJ7,SUMF2_HUMAN,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,1120000,841215,784084,785116,1040000,1080000,915099.666666667,968372,1.05821478826168,0.0816324842666146
Q8NBM4,UBAC2_HUMAN,UBAC2,Ubiquitin-associated domain-containing protein 2,131380,102347,110541,110634,146867,110634,114756,122711.666666667,1.06932680353678,0.0967028313454903
Q8NBM8,PCYXL_HUMAN,PCYOX1L,Prenylcysteine oxidase-like,381173,386095,253134,466940,482097,504025,340134,484354,1.42400936101654,0.509958630186159
Q8NBN7,RDH13_HUMAN,RDH13,Retinol dehydrogenase 13,31514.5,178928,31514.5,29120.7,54920.3,29120.7,80652.3333333333,37720.5666666667,0.46769343313068,-1.09636492282564
Q8NBQ5,DHB11_HUMAN,HSD17B11,Estradiol 17-beta-dehydrogenase 11,345980,256584,352666,325259,248340,203553,318410,259050.666666667,0.813575788030108,-0.297651349576725
Q8NBS9,TXND5_HUMAN,TXNDC5,Thioredoxin domain-containing protein 5,5980000,5090000,5020000,5580000,7520000,6510000,5363333.33333333,6536666.66666667,1.21876942200124,0.285425209468703
Q8NBT2,SPC24_HUMAN,SPC24,Kinetochore protein Spc24,275915,339986,425984,420598,372712,421973,347295,405094.333333333,1.16642719685954,0.222096263595175
Q8NBW4,S38A9_HUMAN,SLC38A9,Neutral amino acid transporter 9,98726.5,150487,141204,179622,144787,170649,130139.166666667,165019.333333333,1.26802205331472,0.34257983690564
Q8NBX0,SCPDL_HUMAN,SCCPDH,Saccharopine dehydrogenase-like oxidoreductase,466461,348828,539072,473396,440080,531048,451453.666666667,481508,1.06657235404741,0.0929818384254862
Q8NC51,SERB1_HUMAN,SERBP1,SERPINE1 mRNA-binding protein 1,11100000,10900000,11500000,10200000,10600000,8390000,11166666.6666667,9730000,0.87134328358209,-0.198686884730229
Q8NC96,NECP1_HUMAN,NECAP1,Adaptin ear-binding coat-associated protein 1,285565,288380,294576,218428,343992,317573,289507,293331,1.01320866162131,0.018931315389161
Q8NCA5,FA98A_HUMAN,FAM98A,Protein FAM98A,1290000,1230000,1760000,1510000,1690000,1020000,1426666.66666667,1406666.66666667,0.985981308411215,-0.0203677976939617
Q8NCE2,MTMRE_HUMAN,MTMR14,Myotubularin-related protein 14,165326,127609,132640,161249,148216,168175,141858.333333333,159213.333333333,1.12234036303824,0.166510256698026
Q8NCF5,NF2IP_HUMAN,NFATC2IP,NFATC2-interacting protein,311424,311424,464636,204274,358753,204274,362494.666666667,255767,0.705574518797518,-0.503129634712245
Q8NCW5,NNRE_HUMAN,NAXE,NAD(P)H-hydrate epimerase,4660000,4700000,3160000,5450000,4580000,3820000,4173333.33333333,4616666.66666667,1.10623003194888,0.145651414003932
Q8ND56,LS14A_HUMAN,LSM14A,Protein LSM14 homolog A,1680000,1660000,1640000,1880000,2040000,2110000,1660000,2010000,1.21084337349398,0.276012259832004
Q8NE71,ABCF1_HUMAN,ABCF1,ATP-binding cassette sub-family F member 1,24900000,23100000,25000000,20300000,18000000,26300000,24333333.3333333,21533333.3333333,0.884931506849315,-0.176362299073455
Q8NEB9,PK3C3_HUMAN,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3,54165.3,141741,132873,118794,133659,118794,109593.1,123749,1.12916780344748,0.17525989816798
Q8NEW0,ZNT7_HUMAN,SLC30A7,Zinc transporter 7,742117,676246,570610,934879,673136,825481,662991,811165.333333333,1.22349373269522,0.291006711280244
Q8NEZ5,FBX22_HUMAN,FBXO22,F-box only protein 22,1170000,1520000,1020000,1740000,1430000,1790000,1236666.66666667,1653333.33333333,1.33692722371968,0.418920933766072
Q8NF37,PCAT1_HUMAN,LPCAT1,Lysophosphatidylcholine acyltransferase 1,802653,913160,803623,857084,876827,866965,839812,866958.666666667,1.03232469489203,0.0458968099421424
Q8NFF5,FAD1_HUMAN,FLAD1,FAD synthase,454144,330445,381816,334674,246326,450241,388801.666666667,343747,0.884119152438475,-0.177687280646127
Q8NFH3,NUP43_HUMAN,NUP43,Nucleoporin Nup43,942210,882182,887246,826956,895080,913037,903879.333333333,878357.666666667,0.971764298921906,-0.0413216637847351
Q8NFH4,NUP37_HUMAN,NUP37,Nucleoporin Nup37,745504,996659,675841,901756,909887,962128,806001.333333333,924590.333333333,1.14713251094705,0.198032053815881
Q8NFH5,NUP35_HUMAN,NUP35,Nucleoporin NUP35,156086,156086,156086,204772,204772,204772,156086,204772,1.31191778891124,0.391677316567142
Q8NFP7;Q96G61,NUD10_HUMAN;NUD11_HUMAN,NUDT10;NUDT11,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,228707,355782,228707,300012,307777,293936,271065.333333333,300575,1.10886551335717,0.149084401587933
Q8NFV4,ABHDB_HUMAN,ABHD11,sn-1-specific diacylglycerol lipase ABHD11,245874,287103,207041,231359,326775,231359,246672.666666667,263164.333333333,1.06685648186936,0.0933661116622898
Q8NH48,OR5B3_HUMAN,OR5B3,Olfactory receptor 5B3,1340000,1340000,1340000,1260000,1700000,1260000,1340000,1406666.66666667,1.04975124378109,0.0700474975282565
Q8NHH9,ATLA2_HUMAN,ATL2,Atlastin-2,759991,740279,769192,767873,735975,978982,756487.333333333,827610,1.09401699609864,0.129635151290202
Q8NHP6,MSPD2_HUMAN,MOSPD2,Motile sperm domain-containing protein 2,93090.6,73857.5,102278,104533,62786.4,93378.7,89742.0333333333,86899.3666666667,0.968324022076611,-0.0464382097610421
Q8NHP8,PLBL2_HUMAN,PLBD2,Putative phospholipase B-like 2,324707,219297,132462,174846,256073,141624,225488.666666667,190847.666666667,0.846373653664781,-0.240633375657012
Q8NHQ9,DDX55_HUMAN,DDX55,ATP-dependent RNA helicase DDX55,50290.5,53641.2,62029.4,62320.6,102616,62320.6,55320.3666666667,75752.4,1.36934016465304,0.453480878223036
Q8NHV4,NEDD1_HUMAN,NEDD1,Protein NEDD1,111163,99777,115691,208175,123180,137156,108877,156170.333333333,1.43437395715655,0.520421199633635
Q8NI27,THOC2_HUMAN,THOC2,THO complex subunit 2,677486,841910,886338,691744,816062,729875,801911.333333333,745893.666666667,0.930144812352488,-0.10447275092607
Q8NI36,WDR36_HUMAN,WDR36,WD repeat-containing protein 36,493321,538386,466589,278723,437170,207276,499432,307723,0.616145941789873,-0.6986559833196
Q8NI60,COQ8A_HUMAN,COQ8A,"Atypical kinase COQ8A, mitochondrial",757587,671428,773756,612396,730214,720238,734257,687616,0.936478644398351,-0.0946819994813858
Q8TAA5,GRPE2_HUMAN,GRPEL2,"GrpE protein homolog 2, mitochondrial",144185,144185,144185,116598,138053,116598,144185,123749.666666667,0.858270046583671,-0.220496445333328
Q8TAE6,PP14C_HUMAN,PPP1R14C,Protein phosphatase 1 regulatory subunit 14C,204048,138735,256380,155572,197926,133958,199721,162485.333333333,0.81356158507785,-0.297676535561789
Q8TAE8,G45IP_HUMAN,GADD45GIP1,Large ribosomal subunit protein mL64,614902,368208,448547,454979,410950,323900,477219,396609.666666667,0.831085238992301,-0.266931642482654
Q8TAQ2,SMRC2_HUMAN,SMARCC2,SWI/SNF complex subunit SMARCC2,41188,58065.7,92867,77219.3,38809.3,63199.7,64040.2333333333,59742.7666666667,0.932894269071474,-0.100214514485521
Q8TAT6,NPL4_HUMAN,NPLOC4,Nuclear protein localization protein 4 homolog,1940000,1940000,1760000,1940000,2060000,1980000,1880000,1993333.33333333,1.06028368794326,0.0844503217993115
Q8TB03,CX038_HUMAN,CXorf38,Uncharacterized protein CXorf38,5510000,1640000,2140000,1,1,1,3096666.66666667,1,0.000000322927879440258,-21.5622846652109
Q8TB61,S35B2_HUMAN,SLC35B2,Adenosine 3'-phospho 5'-phosphosulfate transporter 1,211548,211289,270983,284002,277261,210101,231273.333333333,257121.333333333,1.11176385806117,0.152850387897443
Q8TBC4,UBA3_HUMAN,UBA3,NEDD8-activating enzyme E1 catalytic subunit,1100000,828700,801066,1170000,991399,1060000,909922,1073799.66666667,1.18010078519551,0.238910076614757
Q8TBC5,ZSC18_HUMAN,ZSCAN18,Zinc finger and SCAN domain-containing protein 18,83430.2,97225.6,94427.6,93857,97021.7,87888.3,91694.4666666667,92922.3333333333,1.01339084801191,0.0191907049742275
Q8TBQ9,KISHA_HUMAN,TMEM167A,Protein kish-A,634808,705095,617817,791332,734923,577309,652573.333333333,701188,1.07449686369859,0.103661271753042
Q8TBX8,PI42C_HUMAN,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,662246,450619,657057,505077,635079,555683,589974,565279.666666667,0.958143353209915,-0.0616865730669356
Q8TC07,TBC15_HUMAN,TBC1D15,TBC1 domain family member 15,1140000,712936,935225,981707,733839,1080000,929387,931848.666666667,1.00264869926808,0.00381621352602253
Q8TC12,RDH11_HUMAN,RDH11,Retinol dehydrogenase 11,1290000,1350000,1400000,1330000,1500000,1530000,1346666.66666667,1453333.33333333,1.07920792079208,0.109972842025131
Q8TCC3,RM30_HUMAN,MRPL30,Large ribosomal subunit protein uL30m,71583.7,141813,141936,101223,141122,101223,118444.233333333,114522.666666667,0.966891029167876,-0.0485747910568411
Q8TCD5,NT5C_HUMAN,NT5C,"5'(3')-deoxyribonucleotidase, cytosolic type",735242,454057,891795,493944,653892,769855,693698,639230.333333333,0.921482162747094,-0.11797185520107
Q8TCJ2,STT3B_HUMAN,STT3B,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,944454,664853,897288,690026,853602,396767,835531.666666667,646798.333333333,0.774115882302486,-0.369378546206085
Q8TCS8,PNPT1_HUMAN,PNPT1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",995213,949312,1130000,985205,1080000,1050000,1024841.66666667,1038401.66666667,1.01323131215391,0.01896356683651
Q8TCT9,HM13_HUMAN,HM13,Minor histocompatibility antigen H13,2540000,2570000,2670000,3000000,2380000,1840000,2593333.33333333,2406666.66666667,0.928020565552699,-0.107771318099021
Q8TD16,BICD2_HUMAN,BICD2,Protein bicaudal D homolog 2,373144,288750,301736,313367,260009,214826,321210,262734,0.817950873260484,-0.28991389845852
Q8TD19,NEK9_HUMAN,NEK9,Serine/threonine-protein kinase Nek9,939695,881898,1020000,846651,844508,992085,947197.666666667,894414.666666667,0.94427456711781,-0.0827216812492134
Q8TD30,ALAT2_HUMAN,GPT2,Alanine aminotransferase 2,457212,404086,358904,390157,432697,438101,406734,420318.333333333,1.03339856843375,0.047396790312455
Q8TDD1,DDX54_HUMAN,DDX54,ATP-dependent RNA helicase DDX54,408384,347747,336460,414034,301996,347395,364197,354475,0.973305656004855,-0.0390351561147695
Q8TDH9,BL1S5_HUMAN,BLOC1S5,Biogenesis of lysosome-related organelles complex 1 subunit 5,580739,689905,347268,412424,523915,381709,539304,439349.333333333,0.814659882614135,-0.295730229508495
Q8TDN6,BRX1_HUMAN,BRIX1,Ribosome biogenesis protein BRX1 homolog,1370000,1510000,1170000,1390000,1090000,891237,1350000,1123745.66666667,0.832404197530864,-0.26464385477604
Q8TDP1,RNH2C_HUMAN,RNASEH2C,Ribonuclease H2 subunit C,260710,359424,298607,282761,358943,311477,306247,317727,1.03748608149631,0.0530919819622656
Q8TDX7,NEK7_HUMAN,NEK7,Serine/threonine-protein kinase Nek7,309898,309898,356835,302294,316362,260155,325543.666666667,292937,0.899839345668937,-0.152260644440248
Q8TEA1,NSUN6_HUMAN,NSUN6,tRNA (cytosine(72)-C(5))-methyltransferase NSUN6,128428,206388,128428,120941,95019.2,105681,154414.666666667,107213.733333333,0.694323509856577,-0.526320072837734
Q8TEA8,DTD1_HUMAN,DTD1,D-aminoacyl-tRNA deacylase 1,1040000,1090000,1170000,961479,997585,951765,1100000,970276.333333333,0.882069393939394,-0.181035935301794
Q8TEM1,PO210_HUMAN,NUP210,Nuclear pore membrane glycoprotein 210,492065,529795,605969,523965,665130,563445,542609.666666667,584180,1.07661185542216,0.106498217210262
Q8TEQ6,GEMI5_HUMAN,GEMIN5,Gem-associated protein 5,1470000,1500000,1710000,1320000,1430000,1110000,1560000,1286666.66666667,0.824786324786325,-0.277907682315324
Q8TEX9,IPO4_HUMAN,IPO4,Importin-4,2680000,2830000,2670000,2650000,2580000,1960000,2726666.66666667,2396666.66666667,0.878973105134474,-0.186109072502451
Q8TEY7,UBP33_HUMAN,USP33,Ubiquitin carboxyl-terminal hydrolase 33,103744,53557.5,53557.5,66650.9,142304,66650.9,70286.3333333333,91868.6,1.30706206517151,0.386327648393646
Q8TF05,PP4R1_HUMAN,PPP4R1,Serine/threonine-protein phosphatase 4 regulatory subunit 1,270734,475610,366311,382566,276898,272664,370885,310709.333333333,0.837751144784322,-0.255406342018003
Q8WTS6,SETD7_HUMAN,SETD7,Histone-lysine N-methyltransferase SETD7,1270000,784235,1170000,1200000,1160000,1160000,1074745,1173333.33333333,1.09173183716448,0.126618529606183
Q8WTT2,NOC3L_HUMAN,NOC3L,Nucleolar complex protein 3 homolog,303457,423562,430934,423189,394144,394144,385984.333333333,403825.666666667,1.04622294687263,0.06519031819516
Q8WTV0,SCRB1_HUMAN,SCARB1,Scavenger receptor class B member 1,830029,639819,770997,994952,670219,793126,746948.333333333,819432.333333333,1.0970401790396,0.133616365339709
Q8WTW3,COG1_HUMAN,COG1,Conserved oligomeric Golgi complex subunit 1,111825,190361,183797,100052,136226,100052,161994.333333333,112110,0.692061244940667,-0.531028378033468
Q8WU79,SMAP2_HUMAN,SMAP2,Stromal membrane-associated protein 2,349024,506638,446539,496588,532840,535552,434067,521660,1.20179603609581,0.26519206852681
Q8WU90,ZC3HF_HUMAN,ZC3H15,Zinc finger CCCH domain-containing protein 15,1170000,1180000,1230000,1120000,1030000,1110000,1193333.33333333,1086666.66666667,0.910614525139665,-0.135087623033179
Q8WUA2,PPIL4_HUMAN,PPIL4,Peptidyl-prolyl cis-trans isomerase-like 4,1230000,892062,1080000,1200000,982639,861591,1067354,1014743.33333333,0.95070926171948,-0.0729238797793107
Q8WUA4,TF3C2_HUMAN,GTF3C2,General transcription factor 3C polypeptide 2,70980.6,45188.6,45188.6,79094.1,70433.2,70433.2,53785.9333333333,73320.1666666667,1.36318479800791,0.446981152090051
Q8WUH6,TM263_HUMAN,TMEM263,Transmembrane protein 263,412957,591554,325128,718707,554270,724704,443213,665893.666666667,1.50242359016244,0.587291620622418
Q8WUM0,NU133_HUMAN,NUP133,Nuclear pore complex protein Nup133,526339,719845,588549,637022,620180,644884,611577.666666667,634028.666666667,1.03670997360379,0.0520123472216304
Q8WUM4,PDC6I_HUMAN,PDCD6IP,Programmed cell death 6-interacting protein,3720000,2860000,3390000,4320000,2690000,2990000,3323333.33333333,3333333.33333333,1.00300902708124,0.00433459026389112
Q8WUW1,BRK1_HUMAN,BRK1,Protein BRICK1,354216,426753,502392,538692,516862,533663,427787,529739,1.23832421275074,0.308389084254503
Q8WUX2,CHAC2_HUMAN,CHAC2,Glutathione-specific gamma-glutamylcyclotransferase 2,673966,613598,442176,632990,1010000,607459,576580,750149.666666667,1.30103310324095,0.379657670183286
